term,inpopular freq,popular freq
ver cine,1,0
palos son,1,0
mayor peligrosa,1,0
tan blancos,1,0
fashion quizã,1,0
verse escribe,1,0
que privilegio,1,0
del pareao,1,0
canciã³n repetitiva,2,0
de imaginaciã³n,1,0
cuando empiezas,1,0
llamadme,2,0
otra papa,1,0
usã is,2,0
dependã ©,1,0
no sino,2,0
pa crear,1,0
reir mejor,1,0
asustan los,1,0
a cosas,2,0
as tã,1,0
is de,5,1
estar perdã,2,0
lejos a,2,0
snobs no,1,0
queda lejos,1,0
no atino,1,0
carpe diem,3,1
s grandes,3,1
nos necesitais,1,0
error los,1,0
que ejerciteis,1,0
llamadme loco,2,0
los guiris,2,0
luego criticã,1,0
v y,1,0
englobaos compartiendo,1,0
vergã¼enza si,1,0
sois clasistas,1,0
rayamos somos,1,0
quedan asi,1,0
incultura,2,1
y separao,1,0
futuro negro,1,0
le recuerda,1,0
a fardar,1,0
existen bloques,1,0
reparar motos,1,0
de arpã,1,0
te meten,1,0
light y,1,0
haberlo entendã,2,0
tq y,1,0
delata un,1,0
que tengan,1,0
consiguiã³,1,0
el carpe,2,0
no sentiros,1,0
encanta ver,1,0
tos tienen,2,0
equivoco,3,0
n igual,1,0
es incultura,2,0
videojuego,1,0
ndolos por,1,0
un film,3,0
empeã an,1,0
conocer peã,1,0
calle ya,1,0
englobaos,1,0
aparentas saber,1,0
misma mentira,1,0
refiere,1,0
patata de,1,0
pretendes,4,1
tu necesidad,1,0
vernos cuando,1,0
asi al,1,0
arte pero,1,0
ven al,1,0
tu nick,1,0
aferrarse a,2,0
a mayor,1,0
agenda que,1,0
fardar,2,0
la idiotez,1,0
amigos gays,1,0
piensas futuro,1,0
blancos en,1,0
lao estrategias,1,0
famosas se,1,0
nos rayamos,1,0
da cosa,1,0
marchosa,1,0
desconocio,1,0
ses,1,0
patata,3,0
pero ven,1,0
incultura estã,2,0
les queda,4,0
tu plan,1,0
sin haberlo,2,0
lo guay,1,0
director quizã,1,0
aquã mi,2,0
atino,1,0
estrategias,1,0
h y,1,0
loco mas,2,0
clasistas snobs,1,0
esta panda,1,0
estrategias de,1,0
gays los,1,0
ideales a,1,0
al vernos,1,0
sino miras,1,0
ciudadanos de,1,0
el humor,1,0
arrogante â,1,0
libre es,3,0
ndolos,2,0
crees mayor,1,0
flote,2,0
pelis que,2,0
ver un,2,1
que pretendes,1,0
papa el,1,0
cual es,4,0
los fondos,1,0
humor de,1,1
s irã,1,0
capullo tu,1,0
guiris no,1,0
tuyo y,1,0
o usã,2,0
urbanas,1,0
nunca doblã³,1,0
beber cola,1,0
viene pacã,1,0
ciudadanos,2,1
consiguiã³ saciar,1,0
o crã,1,0
peligrosa ecuaciã³n,1,0
malotes niã,1,0
ejerciteis el,1,0
en seguir,1,0
entendã o,2,0
yo del,1,0
cola light,1,0
no respetarã,1,0
del primero,1,0
pareao,1,0
fondos,1,0
se refiere,1,0
corrientes sois,1,0
pintas como,1,0
la moda,2,0
ejerciteis,1,0
mcs no,1,0
colegio pero,1,0
aferrarse,2,0
subsistemas,1,0
diem sin,2,0
atos van,1,0
miras solo,1,0
sacar un,1,0
sentiros,2,0
predicciã³n cambiarse,1,0
famosas,1,0
ese acento,1,0
timã³,1,0
un director,1,0
carecer,1,0
veis lo,1,0
un videojuego,1,0
tribus urbanas,1,0
mayores nunca,1,0
a marchosa,1,0
la agenda,1,0
crã as,1,0
negro que,2,0
de malotes,1,0
de lao,1,0
capullo,3,0
nombre sera,1,0
tu vecino,2,0
nick,2,0
eres aparentas,1,0
o pijos,1,0
que mcs,2,0
carecer de,1,0
cultura sã,2,0
alarma en,1,0
necesitais,1,0
que sacar,1,0
crear ademã,1,0
encanta conocer,1,0
de encajar,1,0
ahogo de,1,0
no terminã³,1,0
sera moda,1,0
empiezas a,2,0
atino imagino,1,0
tica canciã³n,2,0
te asustan,1,0
ni ã,2,0
tos nos,1,0
muchos van,1,0
que ideales,1,0
se por,2,2
refiere a,1,0
nick un,1,0
tiene al,1,0
coge otra,1,0
especiales si,1,0
memorizã la,1,0
duran es,2,0
as van,2,0
clon con,1,0
snobs,1,0
a verse,1,0
sã sedãºcela,1,0
pijos van,1,0
os encanta,1,0
labia memorizã,1,0
film aham,1,0
decir quizã,1,0
locura aferrarse,2,0
artista y,1,0
ser mayor,1,0
en fila,2,0
excluya a,1,0
tu perfil,2,0
citas famosas,1,0
cabo tos,2,0
criticã is,1,0
tu yo,1,0
quieres seguro,1,0
de dura,2,0
encajar con,1,0
saciar tu,1,0
de afganistã,1,0
se entiende,2,0
aparentas,1,0
estamos tãº,1,0
tã con,1,0
sois iguales,1,0
me ahogo,2,0
pseudo,2,0
film,3,0
repetitiva falsa,2,0
fardar te,1,0
drogas para,1,0
cultura pseudo,2,0
meten en,2,0
clasistas,1,0
n llamadme,2,0
un tq,1,0
bloques pa,1,0
estribillo in,2,0
contarlos en,2,0
acento pijo,1,0
resultao,1,0
is el,3,0
ver pelis,1,0
en parte,2,0
hacer sonidos,1,0
usted firmã³,1,0
mover por,1,0
quedã³ en,3,0
micos,1,0
ahora empiezo,1,0
cuidarã,1,0
saltar en,1,0
meses con,1,0
necesitando para,1,0
quiero saltar,1,0
leche deprisa,6,0
muchas veces,3,3
en paro,3,1
proporciã³n,1,0
el colega,1,0
s pelis,1,0
voluntario insomnio,3,0
secas no,3,0
te levantaste,1,0
con ropa,2,0
fluyo como,1,0
en proporciã³n,1,0
leche,7,1
nunca estuve,1,0
chico querã,1,0
vieron atrapados,1,0
a oh,3,0
ahora pienso,1,0
sonrisa sã,3,0
cuatro crã,1,0
a veo,1,0
veo que,2,2
hojas caen,6,0
viã³,3,0
recibirã ©,1,0
levanto un,1,0
© liz,1,0
cuando tenga,1,1
insomnio la,3,0
curioso que,1,0
23 aã,3,0
planes mejores,1,0
talar arboles,1,0
primitivamente siempre,1,0
mã³vil caro,1,0
ser esto,1,0
vã encanto,1,0
valore lo,1,0
estafa como,1,0
oxã,4,0
estar hasta,1,0
valore,1,0
facilmente variables,1,0
improvisar no,1,0
que conozco,3,1
conozco es,1,0
aãºn necesitando,1,0
no arriesgas,1,0
del anuncio,1,0
parte es,1,0
fuã ©,9,0
s mãºsica,1,0
brazo del,1,0
fuera siendo,1,0
sonrisas es,1,0
pero fluyo,1,0
es improvisar,1,1
se vieron,1,0
estropea cuando,1,0
arboles lo,1,0
son vistas,1,0
ochenta allã,1,0
menos nuestra,1,0
micos facilmente,1,0
nunca llueve,1,0
no sube,1,0
un desastre,1,1
el otoã,1,0
lo nuble,1,0
dinero significara,1,0
especial ver,1,0
celestiales con,1,0
llevan tu,6,0
cero comisiã³n,1,0
pelis en,1,0
negra como,1,0
da oxã,2,0
cuando llueve,2,0
tus sonrisas,1,0
otro sitio,1,0
significara,1,0
mejores el,1,0
como dientes,3,0
lo recibirã,1,0
allã ver,1,0
no primaveras,3,0
significara tanto,1,0
lo valore,1,0
sol ahora,1,0
de divisa,1,0
las hojas,8,0
manta me,1,0
ãºnico plan,1,0
mi voluntario,3,0
tus buenos,1,0
ropa quiero,1,0
con planes,1,0
si usted,1,0
ser fã,1,0
mi nube,3,0
paragã¼as,1,0
primitivamente,1,0
atrapados y,1,0
l cuidarã,1,0
al otoã,1,0
vivo mã,3,0
como poderte,1,0
aquã seis,1,0
tus dientes,4,0
tierras,1,0
verdad nunca,1,0
talar,2,0
fuã,10,0
anuncio del,1,0
le vã,1,0
sonidos celestiales,1,0
pelis mã,1,0
llueve a,1,0
echar menos,1,0
variables,1,0
volver cuando,1,0
cuidarã a,1,0
curioso,1,0
colega se,1,0
celestiales,1,0
cter depende,1,0
hemisferio otros,1,0
liz en,1,0
s hace,1,0
una actitud,1,0
anã micos,1,0
vistas directamente,1,0
sitios donde,1,0
desastre y,1,0
sale hoy,1,0
seis meses,1,0
nieve negra,1,0
en meses,1,0
que cargar,1,0
recuerden hoy,1,0
viã³ la,1,0
vivir esperas,3,0
estropea,1,0
la cero,1,0
encanta estar,1,0
comisiã³n,2,0
otros cuantos,1,0
esperas dirã,3,0
es desproporciã³n,1,0
escuchar temas,1,0
sube pero,1,0
de sitios,1,0
tãº culpable,1,0
pero ignoraba,1,0
recibirã,2,0
comisiã³n con,1,0
papel no,2,0
poder talar,1,0
dientes de,7,0
el carã,1,0
tantas y,1,0
buenos gestos,1,0
sonidos,3,0
sitio fue,1,0
conversaciã³n bajo,1,0
arriesgas a,1,0
por tierras,1,0
unicamente,1,0
de tos,1,0
nieve fuã,1,0
arriesgas,1,0
crã os,4,0
s conversaciã³n,1,0
siendo tãº,1,0
coco te,1,0
nuble algãºn,1,0
sonrisa vivo,3,0
se quedã³,3,0
tengo 23,3,0
y unicamente,1,0
gestos de,1,0
© hacerlo,2,0
no hablã,1,0
© tengo,3,1
levantaste,1,0
alguien especial,1,0
firmã³,1,0
estados anã,1,0
necesitando,1,0
cosa sale,1,0
perder tiempo,1,0
primaveras,4,1
lo echã,1,0
nuble,1,0
sol mã,1,0
se estropea,1,0
ignoraba que,1,0
boca quiero,1,0
de leche,6,0
arboles,1,0
se fuã,5,0
oh otoã,3,0
directamente en,1,0
facilmente,1,0
adquirã as,1,0
rap va,1,0
siempre adquirã,1,0
cuantos pero,1,0
ignoraba,1,0
adquirã,1,0
desproporciã³n por,1,0
tierras primitivamente,1,0
evadan,1,0
una estafa,1,0
del bmw,1,0
dijo debe,1,0
nube yo,1,0
puedes compartir,1,0
paragã¼as con,1,0
buscas fuera,1,0
voluntario,3,0
poderte,3,0
otro hemisferio,1,0
unicamente tienes,1,0
a secas,3,1
nuestra calor,1,0
veces buscas,1,0
variables muchas,1,0
encanto de,1,0
fuente que,1,0
estribillo las,3,0
© vivir,3,0
caen como,7,0
oxã geno,4,0
desproporciã³n,1,0
compartir paragã¼as,1,0
poderte mover,1,0
proporciã³n a,1,0
tenga ochenta,1,0
paro viã³,1,0
evadan cuando,1,0
donde nunca,1,0
te evadan,1,0
fuerza todo,1,0
geno,5,0
firmã³ que,1,0
23,3,0
culpable y,2,0
lodo dijo,1,0
una multa,1,0
lo abandonan,1,0
va mal,2,0
negros van,1,0
en televisiã³n,1,0
tangarte hoy,1,0
dictar,2,0
regrabables,1,0
de peã,1,0
mejor escribe,1,0
canto alto,4,0
de negros,1,0
elecciã³n como,1,0
porque antes,1,0
tarda,3,0
va puesta,1,0
rap pasar,1,0
cuando pusiste,1,0
que llenan,1,0
hablã³ rapport,1,0
la chupa,1,0
remã talos,1,0
der humilde,1,0
encuentras porque,1,0
decide ser,1,0
con micrã³fono,1,0
jale,3,0
rime,2,0
cajã³n pero,1,0
alarde,1,0
mas llegaste,1,0
funky y,1,0
mano buena,2,0
que pretenden,1,0
que sepã,4,0
y mono,1,0
fugaces deseando,1,0
biles como,1,0
groups,1,0
a salã,1,0
freedays,1,0
y tienen,2,0
ligar en,1,0
funciona dioses,1,0
boom es,1,0
apreciarse,1,0
luego les,1,0
que destronan,1,0
© jale,3,0
naked,1,0
es lamieron,1,0
elecciã³n,1,0
mierda ligera,1,0
rapport,2,0
a mucha,1,0
tapã³n sabes,1,0
como toda,1,0
apareciera,1,0
delatarte gano,1,0
que pasaban,1,0
jalo ya,2,0
pie fuera,1,0
como maradona,1,0
electricidad,1,0
cabrã³n dã,1,0
micrã³fono en,1,0
pusiste el,1,0
conocio lo,1,0
no dejo,1,0
remã,2,0
© veis,1,0
inspiraciã³n la,1,0
rime y,2,0
groups como,1,0
sus aka,1,0
venid a,4,0
la encuentras,1,0
abandonan sã³lo,1,0
jugad,4,0
las caras,2,1
toys remã,1,0
bel,1,0
son diez,1,0
verdad dã,1,0
imaginativos como,1,0
atentao al,1,0
diez no,1,0
autodegradan van,1,0
porque va,1,0
genes pa,1,0
multa,2,1
con decisiã³n,1,0
contabas los,1,0
pretenden,3,0
fã el,1,0
silencio porque,1,0
en cds,4,0
yemas cruzadas,1,0
sasela,1,0
las freedays,1,0
escuches ni,1,0
aquã jugad,4,0
lupa siempre,1,0
llegar al,3,0
lamieron pollas,1,0
abandonan,1,0
sã³lo si,4,0
la intro,1,0
vas â,1,0
lamieron,1,0
a wally,1,0
tã tu,1,0
callas,1,0
neuronas lo,1,0
un cajã³n,1,0
mal â,2,0
pasaban,1,1
sepã,4,0
que amabas,1,0
â venid,4,0
estudio para,1,0
jale una,2,0
que endesa,1,0
persona sus,1,0
pã³ngale una,1,0
hacer alarde,1,0
se estanca,1,2
me domine,1,0
no suplicando,1,0
mi peor,2,0
hacen rap,1,0
pa ligar,1,0
yo apareciera,1,0
delatarte,1,0
conmigo sobrevivo,4,0
yo domino,1,0
mcs tan,1,0
si amas,1,0
peor enemigo,2,0
top y,1,0
dejen que,1,0
domino el,1,0
puesta de,1,0
ni fã,1,0
mcs sin,1,0
en tangarte,1,0
hoy prefiero,1,0
cruzadas,1,0
de rallas,1,0
wally la,1,0
dioses dã,1,0
te callas,1,0
destronan a,1,0
sin elecciã³n,1,0
endesa tarda,1,0
las yemas,2,0
de bel,1,0
su promo,1,0
la llamarã,1,0
alma naked,1,0
olla donde,1,0
arte pã³ngale,1,0
apareciera y,1,0
vale no,1,0
arte hace,1,0
el foro,1,0
desde alma,1,0
mã tiempo,1,0
club y,1,0
donde lp,1,0
puta del,1,0
soy mejor,1,0
vine mas,1,0
sabes remã,1,0
y parrafadas,1,0
endesa,1,0
escupan,1,0
aprovechable,1,0
pero dã,1,0
alarde de,1,0
hh groups,1,0
que rime,2,0
fama con,1,0
odia el,1,0
google porquerã,1,0
rallas,2,0
aka,2,0
atentao,1,0
representa la,1,0
te escuches,1,0
pueden machacar,1,0
asã al,1,0
es atentao,1,0
talo con,1,0
es conocio,1,0
anti fama,1,0
tangarte,2,0
dos un,1,0
los adelantase,1,0
veis en,1,0
foro contacto,1,0
ãºnico con,2,0
tan imaginativos,1,0
no dejen,2,0
fãº ni,1,0
toy ya,1,0
venid,4,0
sasela a,1,0
pasaban fugaces,1,0
bar contabas,1,0
tema quã,1,0
tiempo escribiendo,1,0
suplicando intercambio,1,0
an rimas,1,0
decisiã³n sobre,1,0
cultura escupan,1,0
en hh,1,0
intercambio de,1,0
neuronas,3,0
mcs â,4,0
hh,1,0
la funky,1,0
ãºnico negro,1,0
llenan su,1,0
mã hago,1,0
revelo el,2,0
con poesã,2,0
haya una,1,0
les preguntas,1,0
a conocã,1,0
ya cabrã³n,1,0
te revelo,1,0
autodegradan,1,0
estanca,1,2
bel air,1,0
letras dicen,1,0
tu tema,1,0
este arte,1,0
es long,1,0
concierto vas,1,0
dictar mierda,1,0
presiã³n â,1,0
intro del,1,0
pasar mã,1,1
ligera sube,1,0
sea aprovechable,1,0
mismo un,2,0
tarda en,1,0
no dictar,1,0
duros y,1,0
â mcs,1,0
ver y,2,0
los toys,1,0
que decide,1,0
ncipe de,1,0
al concierto,2,0
tienen sã³lo,1,0
sepã is,4,0
sã³lo sonar,1,0
bien hablã³,1,0
pã sasela,1,0
puto micro,1,1
crew si,1,0
en mano,1,2
sociedad va,1,0
pa apreciarse,1,0
pasa como,3,0
intercambio,1,0
ligera,1,0
remã talo,1,0
cds,4,0
con nombres,1,0
maradona el,1,0
amas el,2,0
al toy,1,0
escribe es,1,0
hace muchos,1,0
imaginativos,1,0
adelantase,1,0
long,1,0
escupan no,1,0
fuera del,2,2
cds regrabables,1,0
talos con,1,0
tãº ni,1,1
domine,1,0
conozco odia,1,0
maqueta sea,1,0
sin cultura,1,0
sonar como,2,0
veo rap,1,0
porquerã a,2,0
chupa â,1,0
segundos que,2,0
domine a,1,0
micro haya,1,0
de duros,1,0
electricidad en,1,0
grupo es,2,0
tu inspiraciã³n,1,0
© jalo,6,1
buena pa,2,0
pretenden llegar,1,0
amabas este,1,0
conocer orã,1,0
destronan,1,0
play es,1,0
llegaste tarde,1,0
machacar en,1,0
no amas,1,0
quiere ver,1,0
rap me,2,1
apreciarse y,1,0
sube y,1,0
rapport desde,1,0
long play,1,0
lp no,1,0
lo escucharã,1,0
ni fãº,1,0
llegaste,2,0
prefiero delatarte,1,0
ni tãº,2,2
pã³ngale,1,0
toda tu,2,0
par canciones,1,0
de puntos,1,0
alto pa,4,0
un tapã³n,1,0
rimas tuyas,1,0
fugaces,1,0
revelo,2,0
sus neuronas,1,0
se autodegradan,1,0
pollas,3,0
primer pie,1,0
rap mis,1,0
al top,2,0
multa la,1,0
escribiendo no,1,0
fãº,1,0
estribillo mcs,2,0
salã an,1,0
orã genes,1,3
naked estudio,1,0
promo con,1,0
estanca busquã,1,0
pãºblico sea,1,0
parrafadas anti,1,0
jugad con,4,0
tarde dã,2,0
encima del,2,0
conoces dueã,1,0
metros por,1,0
diã³ a,1,0
prepotencia,2,0
malvada llamada,1,0
personas por,1,0
un romã,1,0
adoras,1,0
estrellas de,1,0
o 4,1,0
que pagas,2,0
persona pa,1,0
ntico del,1,0
© viven,1,0
verles,1,0
llamada fama,1,0
estaban donde,1,0
mal esta,1,0
s sin,4,0
as querio,1,0
botellonas yo,1,0
adoras dioses,1,0
jaros en,2,0
bien o,1,1
pibe que,1,0
su inquietud,1,0
tu contra,1,0
boca porque,1,0
enfriaba su,1,0
inventar,3,0
convencerte de,1,0
dejara de,1,0
que diã³,1,0
inventar estrellas,1,0
nadie pa,1,0
mejoran como,1,0
andando con,1,0
lao 24,1,0
pretenden convencerte,1,0
cabeza sã,2,0
24 horas,2,0
y volverse,1,0
pagas por,2,0
coma en,1,0
cuando estaban,1,0
ser persona,3,0
querio ser,1,0
verles pretenden,1,0
4 metros,1,0
a prepotencia,1,0
malvada,1,0
para uso,1,0
de inventar,1,0
el pibe,1,0
somos personas,1,1
las sombras,1,0
dama malvada,1,0
como persona,2,0
verdad todos,1,0
hop para,1,0
y sabrã,1,0
pasaba enfriaba,1,0
tenã an,3,0
luz a,1,0
mp3 o,1,0
mirada dirigiã,1,0
pa decir,1,0
esta poesã,1,0
eso vuelo,2,0
con mp3,1,0
dirigiã ©,1,0
volverse en,1,0
persona ponen,1,0
uso personal,1,0
botellonas,1,0
enfriaba,1,0
mejoran,3,0
por verles,1,0
llevaban,1,0
que tarde,1,0
tu fã,1,0
ser dejara,1,0
fama capaz,1,0
a luz,1,0
ves andando,1,0
volverse,1,0
convencerte,2,0
donde tu,1,0
o mal,1,1
inquietud llegando,1,0
al coma,1,0
ponen punto,1,0
muchos pã,2,0
querio,1,0
dirigiã,1,0
en botellonas,1,0
no mejoran,3,0
hubo una,1,0
prepotencia que,1,0
por igual,1,0
dioses que,1,0
noche tarde,1,0
que llevaban,1,0
an nada,1,0
sã por,2,0
dejara,1,0
sombras hacer,1,0
llevaban cuando,1,0
que pasaba,2,0
pagas,2,1
se vendan,1,0
quien escojas,1,0
asentã o,1,0
tiempo rara,1,0
aplaudirã s,1,0
buenos y,2,0
ves intentaron,1,0
beso no,1,0
se miran,3,0
peso se,2,0
pasa pasa,1,0
las pantallas,1,0
tomas los,1,0
salva aquã,1,0
su pelã,1,0
censuren lo,1,0
fogueo,1,0
guiones detonaciones,1,0
intentaron,1,0
crimen pero,1,0
las aventuras,1,0
puedo callar,1,0
malos al,1,0
parecen buenos,1,0
especiales explã,1,0
nocturno nadie,1,0
simplemente le,1,0
llamamos realidad,1,0
ãºltimamente he,1,0
molaba la,1,0
sinopsis de,1,0
tenemos de,1,0
guiones,1,0
edad las,1,0
de atrezzo,1,0
gritao y,1,0
dictan,1,0
petrã³leo y,1,0
hay pasta,1,0
corta no,1,0
y ando,1,0
pero ãºltimamente,1,0
habrã clinex,1,0
distinta no,1,0
prioridad mã,1,0
que hubieras,1,0
final con,1,0
detonaciones,1,0
s tomas,1,0
ves pasar,1,0
hay escã,1,0
peli que,1,1
presupuestos desorbitaos,1,0
recibir los,1,0
vendiendo la,1,0
cubre tu,1,0
quieres rã,1,0
mis crã,1,0
cale a,1,0
mientras compras,1,0
las citas,1,0
pues porque,1,0
pinta con,1,0
vendan mil,1,0
explã cale,2,0
invirtiera,1,0
adri tã,1,0
mido no,1,0
â entonces,1,0
gana a,1,0
gana vendiendo,1,0
desorbitaos,1,0
reales sin,1,0
yo da,1,0
supera a,2,0
ndole vueltas,1,0
le molaba,1,0
alarma del,1,0
estao,1,0
promesas son,1,0
alguien conocio,1,0
nas,1,0
pasarã a,3,0
ese final,1,0
de 8,1,0
no consigue,1,0
ocurren mientras,1,0
lo quieres,2,0
mandatarios cabrones,1,0
se invirtiera,1,0
cartelera es,1,0
cantidad ridã,1,0
se comparte,1,0
ponen lo,1,0
detonaciones reales,1,0
conocio sã,1,0
aunque en,1,0
ahã un,1,0
mismo dinero,1,0
los protas,1,0
mojarse se,1,0
la cagan,1,0
que llamamos,1,0
rara vez,1,0
tulo no,1,0
se titule,1,0
luego veamos,1,0
lebres,1,0
imita,1,1
los ladrones,2,0
pantalla el,1,0
y promesas,1,0
roes bajo,1,0
titule si,1,0
realidad imita,1,0
clinex suficientes,1,0
porque pocas,1,0
poco peso,1,0
no mucho,1,0
pasta gana,1,0
adri,1,0
cruz que,1,0
mã sã,1,0
quedaste igual,1,0
la ficciã³n,2,0
en prioridad,1,0
de roja,1,0
peli americana,1,0
eso realmente,1,0
sin efectos,1,0
veamos como,1,0
americana sea,1,0
tiempo pasa,3,0
sofã con,1,0
salva la,1,0
n gastã,1,0
censurar mis,1,0
ridã cula,1,0
momentos importantes,1,0
guiã³n no,1,0
poquillo,1,0
un super,1,0
el guiã³n,1,0
no aplaudirã,16,0
hambre una,1,0
realidad abundan,1,0
nas de,1,0
vida fuã,1,0
dictan los,1,0
ficciã³n da,2,0
censuren,1,0
nadie cubre,1,0
son malos,2,0
escena es,1,0
absurdo tã,1,0
el helado,1,0
vez se,2,0
imita recibir,1,0
ndose presupuestos,1,0
no ocurren,1,0
dije yo,1,0
fin en,1,0
apalancao,1,0
ando ahã,1,0
intentaron censurar,1,0
prã³ximo capã,1,0
asustan por,1,0
tiã,5,0
citas de,1,0
foro se,1,0
cabrones ponen,1,0
que censuren,1,0
parque hay,1,0
titule,1,0
con tinta,1,0
super hã,1,0
en pelis,1,0
los guiones,1,0
millas es,1,0
con disciplina,1,0
final si,2,0
s hã,1,0
compras el,1,0
puta sã,1,0
sinopsis,2,0
cagan y,1,0
mojarse,1,0
aplaudirã,16,0
final tã,2,0
clinex,1,0
los mandatarios,1,0
curro para,1,0
es ante,1,0
cabreao con,1,0
poquillo cabreao,1,0
y tiã,1,0
son broma,1,0
he estao,1,0
apalancao ante,1,0
pantallas de,1,0
© nas,1,0
rcel los,1,0
se podrã,1,0
creo y,2,0
paquetes,1,0
muchos viven,1,0
veces dos,1,0
broma no,1,0
piensas es,1,0
gana que,1,0
criticas que,1,0
verdad tambiã,1,0
mandatarios,1,0
tele dejas,1,0
americana,3,0
con palomitas,1,0
muriã³ y,2,0
virtud muriã³,1,0
turno nocturno,1,0
realmente si,2,0
consiguen con,1,0
culas no,1,0
hubieras gritao,1,0
protas,1,0
escojas la,1,0
tema fuera,1,0
podrã an,1,0
viven en,3,0
cabreao,1,0
el turno,1,0
abundan esos,1,0
aventuras,5,0
falso en,1,0
aventuras no,1,0
aplaudirã an,15,0
protas la,1,0
verdad pero,4,0
imaginen,1,0
vidas reales,2,0
comparte el,1,0
las vidas,1,1
ponen los,1,0
atrezzo,1,0
y hubieras,1,0
que dictan,1,0
an salvar,1,0
no mojarse,1,0
pa dos,1,0
la pantalla,2,0
en salvar,1,0
imaginen poner,1,0
vivir â,2,0
cultura en,1,0
tu puesto,1,0
se ponen,1,0
cula pa,1,0
mil paquetes,1,0
calle el,1,0
familiares porque,1,0
verdad tu,1,0
gusta pero,1,0
dos se,1,0
cale,3,0
comparte,1,1
el crimen,1,0
pido hazlo,1,0
estao dã,1,0
palomitas,3,0
lebres las,1,0
pasa la,5,0
cula si,1,0
tu cruz,2,0
jefe sigue,1,0
final no,5,1
disciplina no,2,0
con petrã³leo,1,0
hazlo tãº,1,0
esta peli,1,0
paquetes para,1,0
gastã ndose,1,0
entonces ves,1,0
escojas,1,0
desorbitaos pa,1,0
presupuestos,1,1
asentã,1,0
hay repeticiones,1,0
cartelera,1,0
roe simplemente,1,0
ã³ la,1,0
invirtiera el,1,0
un poquillo,1,0
realidad supera,2,0
suficientes criticas,1,0
repeticiones no,1,0
helado por,1,0
efectos especiales,1,0
pongo yo,1,0
una sinopsis,1,0
pasar tu,1,0
alfombra de,1,0
importantes no,1,0
tã te,2,0
gangsters y,1,0
de fogueo,1,0
hubieras asentã,1,0
peli se,2,0
ticas por,1,0
final porque,2,0
8 millas,1,0
tiã ã³,1,0
gritao,1,0
una cantidad,1,0
© lebres,1,0
llamamos,1,0
censurar,1,0
a ademã,1,0
veamos,2,1
consigue a,1,0
las pongo,1,0
helado,1,0
la cartelera,1,0
tu peli,2,1
le salva,1,0
recibir,2,0
repeticiones,1,0
citas cã,1,0
mi verso,2,0
mcs criticando,1,0
y bailaba,1,0
r t,2,0
poderes mujeres,1,0
versos en,2,0
y cien,2,1
ya rapeo,1,0
el messenger,1,0
p p,2,0
desplegar esta,1,0
acabao si,1,0
lloras la,1,0
libera,1,0
compito porque,1,0
de honor,1,0
aquã vente,1,0
dieron el,2,0
casa tãº,1,0
ticos dando,1,0
nicks de,1,0
menos pa,1,0
luces se,2,0
alla ya,1,0
suerte me,2,0
© desde,1,0
tã mi,1,0
micrã³fono juego,1,0
se enteren,1,0
a amy,2,0
to mi,1,0
lo encontrarã,1,0
en divisiã³n,1,0
grandes dicen,1,0
canto hora,1,0
al gran,1,0
1 ya,1,0
toca padecerlo,1,0
versos son,1,0
poder expresar,1,0
don â,1,0
hai impaciente,1,0
mucho interesao,1,0
rito por,1,0
marca en,1,0
de dolares,1,0
en entrevistas,1,0
calurosa ahora,1,0
© lite,1,0
gran sho,1,0
no cambiã,1,0
que apuestas,1,0
normal debã,1,0
mientras mi,3,0
primer round,2,0
nada normal,1,0
pa alla,7,0
joderte,2,1
cualidad de,1,0
© dificultad,1,0
muchos pa,1,0
antes mcs,1,0
te parece,2,0
decimos to,1,0
con caballos,1,0
tirar pa,3,0
esas palabras,6,0
moda ahora,1,0
no sigo,2,0
mujeres o,1,0
vente si,1,0
limpiar el,1,0
crã ticos,2,0
funden y,1,0
quedo aquã,1,0
desentono en,1,0
enteren que,1,0
deslumbro y,1,0
cae la,4,0
susurraba a,1,0
ciudad calurosa,1,0
impaciente por,1,0
saliva se,1,0
vaso o,1,0
dictã³ no,1,0
el contagio,1,0
parece bonito,1,0
flyers todo,1,0
pared ahora,1,0
dificultad,2,0
colegas en,2,1
reuniã³n,1,0
irritã³,1,0
divisiã³n de,1,0
cada mc,1,0
padecerlo mis,1,0
elã,1,0
convierto mi,1,0
puto rito,1,0
o miles,1,0
rapeo fuera,1,0
por dar,1,0
te tumbe,2,0
quieren entrar,1,0
ãºnico sigo,1,0
desplegar,1,0
ser campeã³n,1,0
winehouse letras,1,0
sã acostãºmbrate,2,0
pregunto donde,1,0
dictã³,1,0
x2 acostãºmbrate,2,0
puedes me,1,0
micro chico,1,0
hora entera,1,0
mi vaso,1,0
ela,2,0
bostezo a,1,0
honor no,2,0
nicks,1,0
sheldon,1,0
que presenciã,1,0
intenta manifestar,1,0
dolares,1,0
lite,1,0
y lloras,1,0
reuniã³n de,1,0
como sheldon,1,0
lite pero,1,0
mi track,1,0
acostãºmbrate r,2,0
house o,1,0
por poderes,1,0
te deslumbro,1,0
como explicar,3,0
verdades para,1,0
incumbe,1,0
con vaho,1,0
escritas con,1,0
debã ser,1,0
round acostãºmbrate,2,0
me gana,1,0
si suelto,1,0
o r,2,0
underground acostãºmbrate,2,0
incumbe dices,1,0
manifestar que,1,0
nombre al,2,0
cien mã,1,0
acabao,1,0
a desplegar,1,0
grupos grandes,1,0
como escritas,1,0
los nicks,1,0
